Customer_ID,Name,Age,Gender,Location,Join_Date,Churn,Total_Spent
2784,Dennis Huffman,27,Male,Austin,2022-08-07,0,8506.58
2785,Margaret Harper,66,Male,Phoenix,2022-04-26,0,8518.18
2786,Laurie Bailey,21,Female,Houston,2023-05-29,0,10498.44
2787,Lisa Cervantes,46,Male,San Jose,2022-03-08,0,8671.52
2788,Elizabeth Mendez,53,Female,Houston,2023-04-05,1,2104.29
2789,Cesar Wilson,69,Female,Jacksonville,2024-11-12,1,3750.51
2790,Clayton Steele,42,Female,Austin,2022-04-07,1,631.09
2791,Jennifer Taylor,21,Male,Jacksonville,2023-10-03,1,1004.85
2792,Cody Reid,67,Female,Houston,2023-05-30,0,12290.89
2793,Maria Cooke,52,Male,Jacksonville,2024-01-24,1,3477.5
2794,Katherine Taylor,29,Male,Chicago,2023-02-01,0,9163.24
2795,Jerry Brown,25,Female,New York,2022-12-22,1,3356.29
2796,Adam Taylor,34,Male,Chicago,2024-05-27,0,12599.77
2797,Tracey Wagner,47,Male,New York,2023-06-07,0,6737.12
2798,Michael Perry PhD,56,Male,Austin,2022-11-11,1,634.73
2799,Bradley Johnson DDS,54,Female,Los Angeles,2023-09-09,0,13614.0
2800,Donald Medina,29,Male,Dallas,2023-10-13,0,9004.25
2801,Jim Newton,52,Female,Los Angeles,2022-11-23,0,5003.55
2802,Krista Wilson,31,Female,Philadelphia,2023-12-17,0,9502.37
2803,Reginald Morrow,66,Female,Dallas,2024-01-09,0,4779.16
2804,Rodney Williams,40,Female,Houston,2022-01-19,0,2670.23
2805,Kimberly Fritz,61,Female,San Antonio,2023-05-15,1,1029.53
2806,Ronald Potter,52,Female,New York,2022-08-21,0,5679.57
2807,Zachary Cole,41,Female,San Diego,2024-11-24,1,1003.84
2808,Robert Gonzales,59,Male,Philadelphia,2022-03-31,0,5268.76
2809,Patricia Young PhD,24,Male,Dallas,2024-11-18,0,10025.27
2810,Heather Page,22,Male,Austin,2024-12-28,0,10529.68
2811,Carol Taylor,45,Male,Houston,2023-03-13,1,1221.92
2812,Daniel Brown,22,Male,New York,2024-06-10,1,1841.52
2813,Douglas Ryan,20,Male,Los Angeles,2024-07-29,1,3205.3
2814,Michael Roberts,34,Male,San Jose,2022-04-22,0,14694.81
2815,Scott Duke,44,Female,San Diego,2023-04-12,1,870.55
2816,Anna Estes,19,Female,Austin,2024-04-08,0,8986.91
2817,Tamara Riddle,59,Male,Jacksonville,2022-08-31,0,7914.28
2818,Beth Cline,22,Female,Dallas,2022-04-04,1,2179.14
2819,Michael Poole,61,Female,San Jose,2022-08-06,0,9913.65
2820,Megan Burns,46,Female,San Antonio,2022-06-27,0,7731.37
2821,Debra Perry,52,Male,Chicago,2022-03-05,0,5416.35
2822,Mark Beard,52,Female,Austin,2024-03-11,1,2452.59
2823,Jose Ramirez,68,Female,New York,2022-10-23,0,15124.29
2824,Jackie Clements,18,Female,Dallas,2022-10-17,0,6234.01
2825,Aaron Schroeder,65,Female,Houston,2022-06-24,0,10748.19
2826,Monica Ellis,50,Male,Chicago,2024-04-25,1,525.27
2827,Heather Brown,34,Male,Los Angeles,2023-01-12,0,6453.47
2828,Claudia Jordan,54,Male,Dallas,2023-01-07,1,825.18
2829,Derrick Clayton,22,Female,Austin,2024-08-02,1,2133.25
2830,Kenneth Knight,30,Female,Philadelphia,2022-05-18,0,10617.36
2831,Mr. Michael Williams,59,Male,Los Angeles,2024-01-02,0,6606.61
2832,Richard Stevens,30,Female,San Diego,2023-08-07,1,963.58
2833,Scott Alexander,60,Female,Jacksonville,2024-07-11,0,9749.17
2834,Tyler Harris,41,Female,San Antonio,2022-11-09,0,6111.49
2835,Bonnie Santos,33,Male,Jacksonville,2022-12-12,0,9709.58
2836,Timothy Hill,41,Male,Austin,2024-06-12,0,12074.64
2837,Danielle Watson,47,Female,Philadelphia,2023-11-11,1,1185.98
2838,Carol Sanders,24,Male,Austin,2023-09-18,0,9195.67
2839,Michael Young,70,Male,Dallas,2022-06-17,1,858.54
2840,Michele Smith,58,Male,Jacksonville,2023-02-07,0,9374.5
2841,Casey Perez,50,Male,San Jose,2022-06-04,1,340.78
2842,Alexandra Dominguez,31,Male,Dallas,2024-04-09,1,1447.43
2843,Virginia Henderson,52,Female,Austin,2023-06-18,0,11880.92
2844,Benjamin Reyes,32,Female,Chicago,2022-11-01,0,11557.33
2845,Ashley Edwards,23,Female,Philadelphia,2024-08-09,0,3061.89
2846,Breanna Ayala,33,Male,Dallas,2024-10-25,0,11410.21
2847,Brandi Haney,29,Male,Jacksonville,2022-10-15,0,6796.7
2848,Joseph Smith,20,Male,San Diego,2024-09-17,1,1365.08
2849,Jessica Bowen,41,Male,New York,2023-04-20,0,7376.34
2850,Brittany Jenkins,68,Female,San Antonio,2023-02-28,0,9193.48
2851,Shannon Miller,20,Male,Austin,2024-08-19,1,1127.09
2852,Paul Lawrence,51,Female,Jacksonville,2023-10-26,0,5259.81
2853,Victor Edwards,54,Male,San Antonio,2023-06-24,0,12967.62
2854,Donald Miller,59,Male,Dallas,2024-02-15,0,7795.55
2855,Lindsay Lawson,32,Female,Philadelphia,2023-05-31,0,7626.69
2856,Melissa Abbott,48,Male,Dallas,2023-12-08,0,11390.58
2857,Elizabeth Holmes,32,Male,Dallas,2022-10-12,0,13191.31
2858,Nicole Phillips,29,Male,Philadelphia,2023-07-30,0,8348.41
2859,Steven Blevins,44,Female,Jacksonville,2022-08-31,1,4088.19
2860,Brian Porter MD,48,Female,Houston,2022-08-21,0,11854.29
2861,Vanessa Hatfield,44,Male,Houston,2022-11-27,1,2399.11
2862,Bonnie Valencia,55,Male,Chicago,2022-03-30,0,4972.02
2863,Holly Vega,54,Male,New York,2024-11-15,0,12258.5
2864,Tiffany Townsend,29,Female,San Jose,2022-12-07,0,4160.39
2865,Austin Baker,64,Female,Los Angeles,2022-02-08,1,501.72
2866,Antonio Mccormick,48,Female,Chicago,2023-03-20,0,10787.53
2867,Lori Mason,56,Male,San Jose,2023-03-26,1,416.74
2868,Michael Miller,50,Female,Chicago,2023-01-08,1,966.75
2869,Lisa Ramirez,56,Male,Houston,2023-12-03,1,702.52
2870,Jorge Harris,24,Male,Houston,2024-02-14,0,12198.23
2871,Kimberly Myers,50,Female,Chicago,2024-12-06,1,1154.5
2872,Sandra Becker,57,Male,Dallas,2022-07-17,0,5058.76
2873,Michael Blair,23,Female,Austin,2024-10-27,1,1616.62
2874,Amy Miller,52,Male,Austin,2022-09-24,1,737.07
2875,Jesse Lynch,41,Male,Jacksonville,2024-06-02,0,4466.38
2876,Patrick Yang,69,Female,San Antonio,2024-12-21,0,6488.64
2877,Michael Miles,65,Male,San Antonio,2023-12-19,0,10627.62
2878,Troy Mills,67,Male,Los Angeles,2022-10-02,0,9477.54
2879,Michelle Jackson,52,Female,Phoenix,2023-08-04,0,5555.32
2880,Richard Adams,65,Male,San Jose,2023-01-23,0,7304.85
2881,Patricia Johnson,18,Female,Austin,2024-12-06,0,12357.54
2882,Denise Brown,38,Female,Philadelphia,2023-02-25,1,2222.31
2883,Laura Jones,59,Female,Phoenix,2022-08-07,0,6583.72
2884,Ian Porter,57,Female,Austin,2024-05-17,0,14071.21
2885,Holly Scott,44,Female,Chicago,2024-03-24,1,3318.58
2886,Kenneth Sharp,48,Female,Phoenix,2024-01-29,0,11769.8
2887,Jordan Williams,43,Male,Austin,2023-12-07,1,5116.97
2888,Dana Ruiz,46,Male,Los Angeles,2022-09-01,1,2023.6
2889,Chris Velazquez,68,Female,Dallas,2023-03-16,0,7618.41
2890,Kristen Sloan,58,Male,Los Angeles,2022-04-17,0,8627.98
2891,Jennifer Morris,56,Female,Los Angeles,2022-10-25,0,9344.67
2892,Nathan Nelson,41,Male,San Jose,2022-05-12,0,12826.41
2893,Jake Shaw,43,Female,Jacksonville,2022-03-19,1,1458.72
2894,Cassie Brock,70,Male,Austin,2022-04-28,1,585.85
2895,Dr. Andrea Marshall,30,Female,Houston,2024-10-09,0,9533.17
2896,Ryan Murphy,50,Male,San Jose,2022-03-10,1,1141.34
2897,Aimee Gonzalez,41,Male,Austin,2022-12-14,1,1119.56
2898,Elizabeth Dean,23,Female,San Antonio,2022-01-01,1,50.7
2899,Kevin Snyder,43,Male,Dallas,2023-12-25,1,2809.81
2900,Christie Mccullough,22,Male,Dallas,2022-02-01,1,2244.37
2901,Danielle Smith,53,Female,Philadelphia,2023-08-06,1,584.51
2902,David Reed,30,Female,San Antonio,2023-07-21,0,12747.88
2903,Sherry Tapia,44,Male,Dallas,2022-01-10,0,13400.19
2904,Matthew Sweeney,39,Male,Dallas,2022-05-29,0,12418.98
2905,Ashley Moreno,70,Female,Jacksonville,2023-06-12,1,176.76
2906,Johnathan Brown,54,Female,Houston,2024-06-25,1,917.93
2907,Michelle Davis DVM,47,Female,San Jose,2023-11-27,1,1734.29
2908,Kelly Haynes,34,Male,San Antonio,2022-02-26,0,7149.65
2909,William Miller,32,Female,San Antonio,2023-03-28,1,352.27
2910,Casey Wilkins,18,Female,Houston,2023-12-25,0,10165.63
2911,Keith Graham,61,Female,Los Angeles,2023-08-12,0,6696.42
2912,Cynthia Green,40,Male,San Jose,2023-01-01,0,6655.13
2913,Robert Haynes,65,Male,San Diego,2023-07-06,0,7618.07
2914,Emily Nelson,33,Female,Houston,2023-02-13,0,10581.44
2915,Dale Chan,33,Female,Chicago,2023-04-15,0,7488.62
2916,Brittney Martin,23,Female,San Jose,2022-08-07,0,7952.88
2917,Jason Herrera,52,Male,San Diego,2022-01-14,1,1595.59
2918,Christine Parker,49,Female,San Diego,2024-01-31,1,1210.63
2919,Bryan Moore,50,Female,San Antonio,2023-01-10,1,1294.53
2920,Samantha Terry,26,Male,Dallas,2023-03-31,1,1529.97
2921,Russell Murphy,52,Male,Dallas,2024-05-16,0,4898.53
2922,David Kelly,61,Male,San Diego,2023-12-13,0,8461.55
2923,Megan Green,47,Female,Jacksonville,2022-09-04,1,1536.86
2924,Amanda Sullivan MD,31,Female,San Jose,2022-01-18,0,9421.01
2925,Danielle Murray,57,Female,Chicago,2022-07-26,0,6946.54
2926,Brenda Smith,48,Female,Philadelphia,2023-06-23,0,4929.69
2927,Vickie Anderson,31,Female,Jacksonville,2023-01-12,0,8012.07
2928,Jacqueline Mccoy,43,Female,San Diego,2024-02-02,0,6665.44
2929,Lauren Green,54,Male,Los Angeles,2023-01-04,0,12233.22
2930,Alison Brown,53,Female,San Antonio,2023-07-07,1,195.11
2931,Jill Anderson,65,Male,San Diego,2023-02-06,0,10284.88
2932,Sandra Rivera,49,Male,Austin,2022-01-20,0,4736.19
2933,Joel Jackson,38,Female,Phoenix,2024-11-24,0,9504.19
2934,Samantha Foster,54,Male,San Antonio,2023-05-29,0,7368.94
2935,Michael Thompson,21,Male,Phoenix,2022-07-22,1,2195.36
2936,Cody Ramirez,24,Female,Jacksonville,2024-09-02,1,419.33
2937,Amanda Harvey,41,Female,Philadelphia,2023-11-17,0,7093.56
2938,Edward Jenkins,40,Male,San Jose,2022-02-10,0,12357.73
2939,Amy Ramirez,36,Female,Philadelphia,2022-12-24,1,1935.69
2940,Curtis Wilkerson,65,Female,Los Angeles,2024-11-11,0,7167.32
2941,Lydia Pham,47,Male,Chicago,2024-02-20,1,1807.35
2942,Virginia Casey,57,Female,Los Angeles,2023-11-22,0,8124.9
2943,Joshua Washington,32,Female,Philadelphia,2022-06-12,0,10646.59
2944,Kathryn Price,56,Female,Phoenix,2023-08-20,1,1607.2
2945,Francis Robinson,41,Female,San Antonio,2024-06-30,1,1936.75
2946,Paula Brown,19,Male,Jacksonville,2022-12-09,0,5456.26
2947,Kendra Wang DVM,65,Male,Houston,2023-04-26,1,2210.33
2948,Ariel Sandoval,24,Male,San Diego,2022-12-08,0,5974.29
2949,Robert Stark,43,Male,Los Angeles,2022-04-21,0,2587.37
2950,Zachary Robinson,23,Female,Phoenix,2023-06-22,1,1603.78
2951,Rebecca Kelly,36,Female,Austin,2023-04-15,0,6731.23
2952,Sarah Thompson,28,Male,New York,2022-09-16,0,8479.83
2953,Renee Wolfe,38,Female,San Diego,2024-01-01,1,1464.78
2954,Alyssa Haynes,26,Male,San Jose,2023-07-12,0,6190.21
2955,Kristy Hart,58,Female,Dallas,2024-07-24,1,1246.34
2956,William Keith,40,Female,Dallas,2024-12-29,0,7266.72
2957,Eric Henry Jr.,46,Female,Philadelphia,2023-04-11,1,634.87
2958,Daniel Fox,37,Male,New York,2024-04-24,0,6327.62
2959,Thomas Harris,26,Female,Phoenix,2024-12-07,1,1410.16
2960,Mitchell Sellers,62,Female,San Diego,2024-08-18,0,10422.55
2961,Erica Johnson,45,Female,San Jose,2023-09-06,0,11416.85
2962,Sylvia Schroeder,53,Female,Houston,2023-04-19,1,1451.45
2963,Shannon Yu,45,Female,Houston,2024-04-23,1,1053.46
2964,Tom Foster,59,Female,San Antonio,2022-12-01,1,1553.94
2965,Eric Taylor,45,Male,Dallas,2023-03-28,0,5992.76
2966,Travis Conner,65,Female,San Antonio,2023-07-11,0,5558.81
2967,Marie Thompson,29,Male,Phoenix,2023-01-21,1,1046.37
2968,Melissa Mcfarland,57,Female,Phoenix,2022-08-15,1,2763.36
2969,Courtney Chapman,19,Male,New York,2024-10-04,0,10141.06
2970,Eric Barker,24,Female,Phoenix,2024-12-31,0,4716.03
2971,Nicholas Rush,64,Male,Houston,2022-09-14,1,1518.67
2972,Jenna Gamble,49,Male,Philadelphia,2022-07-04,0,4709.28
2973,Amanda Guzman,69,Female,Philadelphia,2024-05-10,0,7259.69
2974,Tracy Walker,20,Female,Los Angeles,2024-08-07,1,2029.82
2975,Taylor Taylor,67,Female,Los Angeles,2022-10-27,0,4974.46
2976,Cynthia Haas,34,Female,New York,2024-08-20,0,7369.39
2977,Stephen Davis,63,Male,San Antonio,2022-09-07,1,730.88
2978,Margaret Tanner,20,Male,San Diego,2024-06-26,0,3744.45
2979,Derek Wright,31,Female,San Antonio,2022-07-12,0,7434.33
2980,David Rodriguez,28,Male,Jacksonville,2023-10-02,1,1048.81
2981,James Oconnor,48,Female,Houston,2024-12-02,0,9711.31
2982,Stacey Snyder,60,Male,Los Angeles,2024-01-09,1,645.88
2983,Joshua Garcia,38,Male,Chicago,2023-04-29,1,978.58
2984,Sean Curtis,43,Male,New York,2023-07-20,0,9685.19
2985,Carla Jones,62,Female,Jacksonville,2022-03-28,0,7049.22
2986,Elizabeth Flores,23,Male,Chicago,2022-11-14,0,7153.7
2987,Angela Jackson,57,Female,Austin,2024-10-20,0,8131.47
2988,Nicholas Payne,59,Male,Jacksonville,2022-05-03,0,4668.79
2989,Anna Wheeler,32,Female,Dallas,2022-08-08,0,9706.04
2990,Karen Johnson,46,Male,New York,2023-12-13,1,294.77
2991,Carmen Preston,26,Female,New York,2024-02-13,0,8045.57
2992,Brian Harris,53,Female,Dallas,2024-09-20,1,1485.25
2993,Michael Bowen,29,Female,Philadelphia,2024-09-30,0,5371.17
2994,Deborah Campbell,56,Male,Los Angeles,2024-08-17,0,7241.24
2995,Anthony Armstrong,36,Female,Dallas,2024-12-23,0,11002.58
2996,Brittany Ward,67,Female,Jacksonville,2024-01-22,0,9133.6
2997,Edward Stanley,57,Female,San Jose,2023-01-15,1,334.14
2998,Christina Johnson,22,Female,Houston,2023-05-05,0,9182.0
2999,Edgar Miller,67,Male,San Jose,2024-12-09,1,1876.83
3000,Elizabeth Sanders,59,Female,Los Angeles,2023-08-03,0,9050.06
