Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
2825,Aaron Schroeder,22,Male,Phoenix,2024-07-13,7616.91
2826,Monica Ellis,38,Female,Los Angeles,2022-02-11,4284.37
2827,Heather Brown,39,Male,San Antonio,2022-06-01,6917.32
2828,Claudia Jordan,64,Male,Dallas,2022-11-26,10650.88
2829,Derrick Clayton,39,Female,Jacksonville,2022-07-10,6303.44
2830,Kenneth Knight,45,Male,San Jose,2022-03-05,6691.24
2831,Mr. Michael Williams,28,Male,Los Angeles,2024-06-08,6166.26
2832,Richard Stevens,31,Male,San Antonio,2023-11-10,5178.03
2833,Scott Alexander,60,Female,Phoenix,2023-06-28,6152.03
2834,Tyler Harris,24,Male,San Antonio,2023-05-02,6506.06
2835,Bonnie Santos,27,Male,Philadelphia,2024-10-02,3996.69
2836,Timothy Hill,45,Male,Phoenix,2022-01-08,3268.1
2837,Danielle Watson,30,Male,New York,2024-09-10,6580.43
2838,Carol Sanders,28,Female,Los Angeles,2023-02-28,3815.1
2839,Michael Young,25,Female,San Antonio,2024-08-27,7910.18
2840,Michele Smith,49,Female,Los Angeles,2024-08-22,5195.08
2841,Casey Perez,29,Female,San Antonio,2024-03-04,4756.98
2842,Alexandra Dominguez,29,Female,New York,2024-01-27,3419.44
2843,Virginia Henderson,46,Female,Phoenix,2023-06-24,7974.43
2844,Benjamin Reyes,35,Male,Chicago,2023-04-09,3278.89
2845,Ashley Edwards,23,Female,Dallas,2022-07-18,8202.18
2846,Breanna Ayala,66,Male,Dallas,2024-04-27,8930.49
2847,Brandi Haney,42,Female,Dallas,2022-05-05,6068.61
2848,Joseph Smith,54,Male,San Diego,2024-08-30,6375.11
2849,Jessica Bowen,23,Female,Jacksonville,2023-09-05,5000.47
2850,Brittany Jenkins,50,Male,Los Angeles,2022-03-13,8076.37
2851,Shannon Miller,29,Male,Houston,2024-07-08,6822.52
2852,Paul Lawrence,26,Male,San Antonio,2023-01-30,4097.44
2853,Victor Edwards,61,Female,Houston,2022-06-10,2340.25
2854,Donald Miller,56,Female,Philadelphia,2022-10-30,8030.33
2855,Lindsay Lawson,23,Female,Dallas,2022-05-18,8421.47
2856,Melissa Abbott,53,Female,Phoenix,2024-03-24,6509.61
2857,Elizabeth Holmes,47,Male,Jacksonville,2024-11-30,6358.01
2858,Nicole Phillips,68,Female,Los Angeles,2024-12-06,6241.12
2859,Steven Blevins,27,Male,San Jose,2024-04-28,5965.25
2860,Brian Porter MD,24,Male,Phoenix,2022-07-25,8908.53
2861,Vanessa Hatfield,44,Female,San Antonio,2023-12-06,6842.12
2862,Bonnie Valencia,54,Female,New York,2024-09-21,6310.46
2863,Holly Vega,35,Female,Chicago,2022-12-19,11864.34
2864,Tiffany Townsend,20,Female,Philadelphia,2024-04-02,6233.78
2865,Austin Baker,21,Female,Phoenix,2023-05-02,8870.98
2866,Antonio Mccormick,19,Female,Phoenix,2024-02-02,5192.99
2867,Lori Mason,35,Female,Jacksonville,2023-09-29,5951.13
2868,Michael Miller,32,Male,Phoenix,2022-07-21,6347.27
2869,Lisa Ramirez,67,Female,Phoenix,2024-06-26,3002.33
2870,Jorge Harris,56,Male,Houston,2024-05-03,4107.43
2871,Kimberly Myers,31,Female,Jacksonville,2024-06-23,5424.73
2872,Sandra Becker,66,Female,New York,2024-09-19,1686.82
2873,Michael Blair,68,Male,Los Angeles,2024-11-21,7096.45
2874,Amy Miller,63,Female,Chicago,2023-09-30,4447.45
2875,Jesse Lynch,54,Male,Chicago,2024-12-09,4448.4
2876,Patrick Yang,30,Male,Houston,2023-01-30,6748.56
2877,Michael Miles,47,Male,Philadelphia,2022-03-09,5570.99
2878,Troy Mills,35,Female,San Diego,2023-02-12,7067.6
2879,Michelle Jackson,43,Male,Austin,2024-10-31,3950.56
2880,Richard Adams,33,Female,San Diego,2022-03-04,5035.16
2881,Patricia Johnson,29,Female,San Jose,2024-07-02,3877.82
2882,Denise Brown,40,Male,Phoenix,2023-12-18,7631.19
2883,Laura Jones,36,Male,San Antonio,2022-07-05,8955.68
2884,Ian Porter,28,Male,Houston,2022-04-12,4002.48
2885,Holly Scott,61,Male,Phoenix,2023-04-07,4067.32
2886,Kenneth Sharp,50,Male,Austin,2024-04-18,3247.66
2887,Jordan Williams,48,Male,Austin,2022-01-19,6431.75
2888,Dana Ruiz,56,Male,Houston,2022-12-21,5531.85
2889,Chris Velazquez,56,Female,Jacksonville,2023-06-01,9825.65
2890,Kristen Sloan,45,Female,Philadelphia,2023-07-18,4257.0
2891,Jennifer Morris,34,Male,San Diego,2024-07-29,3867.57
2892,Nathan Nelson,61,Female,San Jose,2023-09-11,8368.28
2893,Jake Shaw,18,Female,Dallas,2022-07-29,8674.89
2894,Cassie Brock,37,Male,San Diego,2023-08-02,7391.87
2895,Dr. Andrea Marshall,39,Female,Austin,2022-05-11,4018.19
2896,Ryan Murphy,35,Female,Austin,2023-10-28,4480.41
2897,Aimee Gonzalez,30,Male,Dallas,2023-09-04,9683.21
2898,Elizabeth Dean,21,Female,Austin,2023-05-08,6331.99
2899,Kevin Snyder,61,Male,Jacksonville,2023-10-17,5628.76
2900,Christie Mccullough,59,Female,Phoenix,2022-02-22,8070.23
2901,Danielle Smith,44,Female,San Antonio,2023-06-16,2620.71
2902,David Reed,55,Male,Philadelphia,2022-03-14,4632.32
2903,Sherry Tapia,61,Female,Austin,2023-04-01,5183.35
2904,Matthew Sweeney,50,Female,Chicago,2024-01-05,4413.05
2905,Ashley Moreno,36,Male,San Diego,2023-01-06,4693.71
2906,Johnathan Brown,65,Female,Jacksonville,2022-09-20,7972.29
2907,Michelle Davis DVM,61,Female,Austin,2023-01-10,5949.7
2908,Kelly Haynes,32,Female,Houston,2022-07-02,8369.03
2909,William Miller,44,Female,Philadelphia,2023-09-21,6957.81
2910,Casey Wilkins,55,Female,San Diego,2023-06-18,4741.76
2911,Keith Graham,48,Male,Austin,2022-08-30,7965.82
2912,Cynthia Green,48,Male,Dallas,2022-05-26,6724.73
2913,Robert Haynes,61,Female,Dallas,2022-09-03,9622.45
2914,Emily Nelson,44,Male,Chicago,2023-09-04,8786.83
2915,Dale Chan,30,Female,San Antonio,2022-10-09,3294.83
2916,Brittney Martin,27,Female,Jacksonville,2024-07-26,5709.49
2917,Jason Herrera,67,Male,San Diego,2023-01-05,5410.57
2918,Christine Parker,58,Male,Philadelphia,2023-11-13,5046.34
2919,Bryan Moore,18,Female,Phoenix,2022-04-29,3633.28
2920,Samantha Terry,66,Male,San Jose,2023-03-05,6518.97
2921,Russell Murphy,49,Male,Chicago,2022-11-21,6164.54
2922,David Kelly,58,Female,San Antonio,2024-06-07,5706.4
2923,Megan Green,48,Female,New York,2024-05-28,2981.02
2924,Amanda Sullivan MD,52,Male,Jacksonville,2022-03-19,2954.68
2925,Danielle Murray,18,Female,Dallas,2024-02-04,3795.28
2926,Brenda Smith,19,Male,Austin,2023-01-26,4854.48
2927,Vickie Anderson,32,Female,Phoenix,2023-05-25,5310.43
2928,Jacqueline Mccoy,24,Female,Dallas,2022-09-22,6756.85
2929,Lauren Green,28,Male,New York,2023-09-19,6912.55
2930,Alison Brown,36,Female,Jacksonville,2023-09-03,6428.86
2931,Jill Anderson,56,Female,San Antonio,2024-12-01,4816.93
2932,Sandra Rivera,39,Female,Philadelphia,2022-10-02,7192.23
2933,Joel Jackson,28,Female,New York,2023-01-21,2829.8
2934,Samantha Foster,32,Male,Houston,2023-04-13,8572.66
2935,Michael Thompson,55,Male,Los Angeles,2022-02-14,5125.8
2936,Cody Ramirez,63,Male,San Antonio,2024-01-21,9472.32
2937,Amanda Harvey,67,Male,San Jose,2023-06-08,6960.62
2938,Edward Jenkins,60,Male,Austin,2022-04-09,5803.22
2939,Amy Ramirez,21,Male,San Antonio,2022-02-10,8511.69
2940,Curtis Wilkerson,42,Male,Dallas,2024-06-28,5686.06
2941,Lydia Pham,48,Male,Houston,2023-06-02,7560.79
2942,Virginia Casey,37,Female,Austin,2022-01-20,7769.65
2943,Joshua Washington,60,Female,San Jose,2022-07-26,7480.69
2944,Kathryn Price,44,Male,Dallas,2022-10-08,2535.19
2945,Francis Robinson,36,Male,Los Angeles,2022-08-30,6288.55
2946,Paula Brown,30,Male,Phoenix,2024-10-16,9129.69
2947,Kendra Wang DVM,30,Female,Jacksonville,2024-12-07,9026.7
2948,Ariel Sandoval,36,Male,New York,2024-04-19,5125.96
2949,Robert Stark,31,Female,Philadelphia,2024-10-13,5138.69
2950,Zachary Robinson,18,Male,Austin,2023-04-26,4876.42
2951,Rebecca Kelly,25,Female,Chicago,2022-07-02,4836.44
2952,Sarah Thompson,67,Male,Jacksonville,2022-07-04,7132.97
2953,Renee Wolfe,34,Male,San Diego,2022-07-27,6914.32
2954,Alyssa Haynes,34,Female,New York,2023-08-30,5600.78
2955,Kristy Hart,70,Male,New York,2022-07-24,6333.88
2956,William Keith,41,Female,San Antonio,2023-08-19,8137.32
2957,Eric Henry Jr.,24,Male,New York,2022-08-26,4711.67
2958,Daniel Fox,60,Male,Philadelphia,2022-10-11,5013.97
2959,Thomas Harris,46,Female,Jacksonville,2024-01-03,4830.71
2960,Mitchell Sellers,41,Female,Chicago,2022-07-10,3636.98
2961,Erica Johnson,43,Female,San Diego,2022-08-22,6261.55
2962,Sylvia Schroeder,42,Female,San Antonio,2023-07-11,9933.17
2963,Shannon Yu,25,Male,Jacksonville,2022-12-08,4980.3
2964,Tom Foster,28,Male,San Antonio,2022-05-01,4135.92
2965,Eric Taylor,69,Female,Chicago,2024-09-15,6539.01
2966,Travis Conner,67,Female,San Jose,2024-02-17,4786.11
2967,Marie Thompson,61,Male,San Diego,2022-03-01,6559.7
2968,Melissa Mcfarland,25,Female,San Diego,2024-09-26,5274.03
2969,Courtney Chapman,22,Female,Austin,2022-04-05,4601.47
2970,Eric Barker,18,Male,Austin,2023-10-06,4412.87
2971,Nicholas Rush,51,Male,San Antonio,2023-11-24,5869.83
2972,Jenna Gamble,48,Female,Austin,2023-05-25,5211.97
2973,Amanda Guzman,27,Male,New York,2024-02-28,7374.18
2974,Tracy Walker,50,Female,San Diego,2022-11-18,6497.45
2975,Taylor Taylor,22,Female,Philadelphia,2022-12-05,3595.22
2976,Cynthia Haas,39,Female,New York,2023-05-09,2565.38
2977,Stephen Davis,32,Female,San Antonio,2024-11-04,6250.61
2978,Margaret Tanner,23,Female,San Diego,2023-04-27,4781.32
2979,Derek Wright,23,Female,San Diego,2024-07-06,6093.2
2980,David Rodriguez,25,Female,Jacksonville,2023-10-10,5096.73
2981,James Oconnor,24,Female,San Antonio,2022-02-06,6174.22
2982,Stacey Snyder,53,Male,Los Angeles,2022-03-15,3239.18
2983,Joshua Garcia,50,Male,Austin,2023-09-16,7967.79
2984,Sean Curtis,39,Female,New York,2024-07-23,11223.48
2985,Carla Jones,47,Female,Dallas,2023-04-02,7723.95
2986,Elizabeth Flores,63,Female,Jacksonville,2024-08-26,5482.26
2987,Angela Jackson,25,Male,Austin,2024-07-15,10035.56
2988,Nicholas Payne,18,Female,Philadelphia,2023-03-31,4877.82
2989,Anna Wheeler,53,Female,Jacksonville,2023-08-21,4277.89
2990,Karen Johnson,20,Male,San Diego,2022-08-06,6416.8
2991,Carmen Preston,70,Female,Los Angeles,2022-10-15,8731.63
2992,Brian Harris,57,Male,Houston,2023-06-05,4214.09
2993,Michael Bowen,43,Male,San Diego,2022-09-05,5416.33
2994,Deborah Campbell,63,Female,Los Angeles,2023-01-26,12149.74
2995,Anthony Armstrong,20,Male,San Diego,2024-04-28,8409.42
2996,Brittany Ward,60,Male,San Diego,2024-07-25,10718.78
2997,Edward Stanley,51,Male,Dallas,2022-01-09,5112.08
2998,Christina Johnson,55,Female,Dallas,2024-06-05,6539.34
2999,Edgar Miller,62,Male,Jacksonville,2022-12-29,8798.38
3000,Elizabeth Sanders,24,Female,Austin,2022-09-20,7315.61
